pitcher_espn_id,pitcher_idx
unknown,0
86944.0,1266
86949.0,1267
86962.0,1268
86964.0,1269
86965.0,1270
86981.0,1271
87004.0,1272
87017.0,1273
87019.0,1274
87026.0,1275
87034.0,1276
87046.0,1277
87077.0,1278
87079.0,1279
87085.0,1280
87087.0,1281
87125.0,1282
87175.0,1283
87177.0,1284
87185.0,1285
87194.0,1286
87196.0,1287
87205.0,1288
87212.0,1289
87213.0,1290
87214.0,1291
87237.0,1292
87249.0,1293
87260.0,1294
87284.0,1295
87300.0,1296
87306.0,1297
87307.0,1298
87347.0,1299
87349.0,1300
87363.0,1301
87404.0,1302
87407.0,1303
87414.0,1304
87417.0,1305
87423.0,1306
87432.0,1307
87469.0,1308
87472.0,1309
87487.0,1310
87536.0,1311
87538.0,1312
87575.0,1313
87576.0,1314
87582.0,1315
87585.0,1316
87597.0,1317
87600.0,1318
87610.0,1319
87623.0,1320
87624.0,1321
87626.0,1322
87628.0,1323
87665.0,1324
87674.0,1325
87697.0,1326
87733.0,1327
87746.0,1328
87747.0,1329
87748.0,1330
87765.0,1331
87769.0,1332
87814.0,1333
87827.0,1334
87879.0,1335
87905.0,1336
87908.0,1337
87913.0,1338
87926.0,1339
87935.0,1340
87979.0,1341
87981.0,1342
87988.0,1343
87990.0,1344
87998.0,1345
87999.0,1346
88001.0,1347
88008.0,1348
88010.0,1349
88023.0,1350
88049.0,1351
88052.0,1352
88055.0,1353
88059.0,1354
88209.0,1355
88213.0,1356
88222.0,1357
88226.0,1358
88231.0,1359
88322.0,1360
88336.0,1361
88339.0,1362
88343.0,1363
88344.0,1364
88349.0,1365
88392.0,1366
88401.0,1367
88417.0,1368
88428.0,1369
88430.0,1370
88431.0,1371
88440.0,1372
88441.0,1373
88501.0,1374
88541.0,1375
88555.0,1376
88564.0,1377
88612.0,1378
88617.0,1379
88662.0,1380
88663.0,1381
88664.0,1382
88666.0,1383
88689.0,1384
88724.0,1385
88731.0,1386
88733.0,1387
88735.0,1388
88738.0,1389
88740.0,1390
88782.0,1391
88810.0,1392
88817.0,1393
88823.0,1394
88827.0,1395
88851.0,1396
88854.0,1397
88875.0,1398
88911.0,1399
88920.0,1400
88939.0,1401
88942.0,1402
88962.0,1403
88972.0,1404
88974.0,1405
89260.0,1406
89269.0,1407
89271.0,1408
89282.0,1409
89287.0,1410
89333.0,1411
89351.0,1412
89377.0,1413
89430.0,1414
89535.0,1415
89541.0,1416
89568.0,1417
89593.0,1418
89597.0,1419
89615.0,1420
89618.0,1421
89627.0,1422
89633.0,1423
89636.0,1424
89692.0,1425
89716.0,1426
89755.0,1427
89763.0,1428
89792.0,1429
89799.0,1430
89806.0,1431
89820.0,1432
89825.0,1433
89849.0,1434
89853.0,1435
89855.0,1436
89869.0,1437
89889.0,1438
89916.0,1439
89931.0,1440
89933.0,1441
89937.0,1442
89942.0,1443
89948.0,1444
89982.0,1445
89996.0,1446
90000.0,1447
